,idx,word_guesses,first_pass,solution_words,solution
290,290,anta;epa;ami;amo;rema,C anta R epa R L ami D amo rema RIU,Cantare;parlar;a;dimano;remar,"Cantare parlar a' dimano remar"""
291,291,Oglio;pere,L Oglio pere NNE,Loglio;perenne,Loglio perenne
292,292,su;lenti;mani;etti,su C C U lenti mani C A R etti,Succulenti;manicaretti,Succulenti manicaretti
293,293,topi;amo;est,U topi amo D est A,Utopia;modesta,Utopia modesta
294,294,ante;la;rema;china,SM ante L la rema C china RI,Smantellare;macchinari,Smantellare macchinari
295,295,ree;redi;ari,TA ree redi T ari E,Tare;ereditarie,Tare ereditarie
296,296,cola;redo;est,F O cola redo M est ICO,Focolare;domestico,Focolare domestico
297,297,anca;ori;petto,M anca T ori S petto,Mancato;rispetto,Mancato rispetto
298,298,eroi;dea,F I eroi dea LE,Fieroi;deale,Fieroi deale
299,299,porta;redi;in,ES porta TO redi V in I,Esportatore;di;vini,Esportatore di vini
300,300,visi;gradi,visi T E gradi T E,Visite;gradite,Visite gradite
301,301,in;chiostro;copia;Ti,in chiostro copia Ti VO,Inchiostro;copiativo,Inchiostro copiativo
302,302,giara;para,MAN giara S para GI,Mangiar;asparagi,Mangiar asparagi
303,303,oli;chef;lime;ari,P oli TI chef AL lime N T ari,Politiche;fallimentari,Politiche fallimentari
304,304,remo;oca;ore,DA remo LT oca L ore,Dare;molto;calore,Dare molto calore
305,305,facce;destra;pala,facce N destra M pala TE,Faccende;strappalate,Faccende strappalate
306,306,sedia;via,CA sedia via NO,Case;di;aviano,Case di aviano
307,307,agente;est;orme;rena,L agente ON est A D orme SE rena,La;gente;onesta;dorme;serena,La gente onesta dorme serena
308,308,madia;ava,PIU madia LZ ava,Piuma;di;alzavà,Piuma di alzavà
309,309,porta;re;erica,porta E re IAM erica NA,Portare;eimerica,Portare eimerica
310,310,re;adipe;Dionisio,re S T adipe Dionisio NTE,Restad;in;piedi;onisione,Restad in piedi onisione
311,311,tende;ora,tende A FI ora MI,Tende;a;fiorami,Tende a fiorami
312,312,serpe;osa,ES serpe NS osa,Esser;pensosa,Esser pensosa
313,313,cani;lama;tina,cani C O lama T TU tina,Canicola;mattutina,Canicola mattutina
314,314,redi;lega;ante,C redi BI lega R ante,Credibile;garante,Credibile garante
315,315,mina;rei;ara,DO mina rei N G ara,Dominare;in;gara,Dominare in gara
316,316,ambi;nodi;laccio,B ambi nodi S C O laccio,Bambino;discolaccio,Bambino discolaccio
317,317,inorridi;oche;remo,SC inorridi P oche remo TE,Scinor;r;idiopo;cherme,Scinor r'idiopo cherme
318,318,mostra;alato,UO mostra MP alato,Uomo;smaltampo,Uomo smaltampo
319,319,Graz;topo;mento,S Graz IA topo RTA mento,Sgraziato;portamento,Sgraziato portamento
320,320,si;strade;lama;china,B A si strade L lama C china,Basistra;della;macchina,Basistra della macchina
321,321,lama;mare;ali;morsa;ore,AL lama M mare G ali A morsa M ore,Alla;mamma;regaliamor;s;amore,Alla mamma regaliamor s'amore
322,322,con;edere;favo,con C edere favo RI,Concedere;favori,Concedere favori
323,323,scola;rei;Asti,M E scola rei M P Asti,Mescolare;impasti,Mescolare impasti
324,324,conti;dive,RA C conti dive RN E,Racconti;di;Verne,Racconti di Verne
325,325,raggi;gerla;arte,raggi UN gerla NT arte DE,Raggiunger;l;antartede,Raggiunger l'antartede
326,326,don;denti;lama;nodi;ara;azza,don N denti A L lama nodi U N ara G azza,Donnedentia;lama;noia;un;ara;gazzata,Donnedentia lama noia un ara gazzata
327,327,arti;amo;tori;est,arti S T amo L tori CH I est O,Artista;molto;richiesto,Artista molto richiesto
328,328,rade;conti,S T rade conti GU E,Strade;contigue,Strade contigue
329,329,stadi;cori;oli,B U stadi cori A N D oli,Busta;di;coriandoli,Busta di coriandoli
330,330,dose;Aci;agli,RI dose R Aci TT agli,Ridoseraci;tt;agliagli,Ridoseraci tt agliagli
331,331,osti;est;ava;ante,UN osti L est R ava G ante,Uno;stile;stravagante,Uno stile stravagante
332,332,moro;oca;rose,RU moro S oca rose L L O,Rumoroso;carosello,Rumoroso carosello
333,333,nari;orsa;onda;menta,U nari S orsa F onda menta LE,Una;risorsa;fondamentale,Una risorsa fondamentale
334,334,mici;ali,C A mici ali S A,Camicia;lisa,Camicia lisa
335,335,odi;dive;re,M odi dive ST I re,Modi;di;vestire,Modi di vestire
336,336,re;idi;re;re,re S I idi re MO re,Residi;remore,Residi remore
337,337,olle;remo;stie,T olle RA remo L E stie,Tollerare;molestie,Tollerare molestie
338,338,sedia;tomo;lista,COR sedia U tomo BI lista,Corse;di;automobilista,Corse di automobilista
339,339,re;moro;manti,E re moro manti C O,Eremo;romantico,Eremo romantico
340,340,unti;pope;colo,unti pope R I colo SO,Un;tipo;pericoloso,Un tipo pericoloso
341,341,via;rosta,GIO via rosta LLI,Gioviaro;stallli,Gioviaro stallli
342,342,nano;nano;nido,U nano MI nano nido NEA,Una;nomina;non;idonea,Una nomina non idonea
343,343,son;nate;non;nette,A S son nate non nette,Assonnate;nonnette,Assonnate nonnette
344,344,sola;eco;via,I sola eco via,Isola;ecoviaria,Isola ecoviaria
345,345,stazioni;nidi;maglio;est,stazioni G nidi ST I maglio N est I,Sta;tione;di;stima;gli;onesti,Sta tione di stima gli onesti
346,346,nave;chiama;re,U nave C chiama D re,Una;vecchia;madre,Una vecchia madre
347,347,fez;redi;merlo,fez redi merlo,Ferez;di;merlo,Ferez di merlo
348,348,ore;amo;ocarina,S ore LL amo LT ocarina,Sorella;molto;carina,Sorella molto carina
349,349,caserma;ossa,BOC caserma R ossa,Boccasera;marosa,Boccasera marosa
350,350,Roma;ila;rime;oli,Roma N Z ila C rime V oli,Romanzi;lacrimevoli,Romanzi lacrimevoli
351,351,coni;coni;tino,L A coni coni P O tino,Lacconico;nipotino,Lacconico nipotino
352,352,sardi;retti,F IS sardi retti V E,Fissar;direttive,Fissar direttive
353,353,cori;Gina,F RA cori Gina LE,Fraco;riginale,Fraco riginale
354,354,sci;rose;tori,sci OPE rose T tori ALE,Sciopero;settoriali,Sciopero settoriali
355,355,su;Leda;para,su O Leda RI para RE,Suole;da;riparare,Suole da riparare
356,356,scodella;ami;ore,BO scodella SI ami N ore,Bosco;dell;Asia;minore,Bosco dell'Asia minore
357,357,ala;oche;seno,ala N oche A B seno,Alano;che;abseno,Alano che abseno
358,358,gente;ape;ante,AR gente RI ape S ante,Argenteria;pesante,Argenteria pesante
359,359,ago;cavalletta;nato,ago NI S cavalletta TE nato,Agonisca;vallettante,Agonisca vallettante
360,360,arti;remi;are,Q U arti E remi LI T are,Quartiere;militare,Quartiere militare
361,361,est;assai;tori,G est I assai LI A tori,Gesti;assailiatiori,Gesti assailiatiori
362,362,avi;desco;assicate;oli,D avi desco N assiate G oli A,Davide;Scoscia;tegola,Davide Scoscia tegola
363,363,tre;mori;asso,E S tre mori B asso,Estremo;ribasso,Estremo ribasso
364,364,divo;zia;Tosca;osa,divo R zia T Tosca P osa TI,Divorziato;scapestati,Divorziato scapestati
365,365,fiordi;noce;leste,fiordi noce leste,Fiordino;celeste,Fiordino celeste
366,366,do;libro;etti,I do L libro N Z etti,I;dollire;bonzetti,I dollire bonzetti
367,367,avolo;sai;re,F avolo sai M P re SA,Favolosa;impresa,Favolosa impresa
368,368,ila;ora;sud,CH ila V ora sud A,Chi;lavora;sudà,Chi lavora sudà
369,369,Eos;Letes;esche,L Eos L Letes D esche,Leo;sllet;esdèsche,Leo sllet esdèsche
370,370,dive;Eros,dive R S Eros E,Diversé;rose,Diversé rose
371,371,Eros;avi;perla;tese;re,Eros A L avi TA perla GE N tese re NA,È;rosa;la;vita;per;la;gente;serena,È rosa la vita per la gente serena
372,372,api;cola;Ate,U N api C cola C AM Ate,Una;piccola;camata,Una piccola camata
373,373,ovest;Ra;di;ari,PR ovest Ra OR di N ari E,Prove;strabordinare,Prove strabordinare
374,374,nave;nana,U nave nana IF,Una;vena;nanaif,Una vena nanaif
375,375,somali;zio,R I somali zio SO,Riso;malizioso,Riso malizioso
376,376,re;epa;Ate,re T T epa G Ate,Rette;pagate,Rette pagate
377,377,dio;ori;rotto,O dio S ori MB rotto,Odioso;rimbrotto,Odioso rimbrotto
378,378,oste;ode;olio,L oste RZ ode L olio VE,Lo;sterzo;della;Iove,Lo sterzo della Iove
379,379,ari;come,SC ari come RCI,Scarico;merci,Scarico merci
380,380,olle;Giove;celle,C olle Giove R celle SE,Collegio;vercellese,Collegio vercellese
381,381,ape;aiole;are,S ape R aiole MI T are,Sapere;aiomitare,Sapere aiomitare
382,382,ava;api;rade;lame;alati,UN ava ST api ANU rade L lame RIC alati N A,Una;vista;pianura;dell;America;catalina,Una vista pianura dell'America catalina
383,383,cane;tra;in;sala,cane S tra D in sala TA,Canestra;d;insalata,Canestra d'insalata
384,384,idolo;scolari,idolo RI M U scolari,I;dolori;muscolari,I dolori muscolari
385,385,ali;nodi;etto,CI C ali nodi F etto SO,Cicilino;difettoso,Cicilino difettoso
386,386,oca;lista;stria,V oca lista U stria CO,Vocalisa;struiscio,Vocalisa struiscio
387,387,cappa;redi;orsa;chino;eco;raggio,S cappa redi C orsa S A chino N eco raggio SO,Scappare;di;corsa;sa;chi;non;è;coraggioso,Scappare di corsa sa chi non è coraggioso
388,388,lento;ori,MAE lento T ori,Maelento;torieri,Maelento torieri
389,389,massi;ore;Po;abile,massi M ore S Po N S abile,Massimo;responsabile,Massimo responsabile
390,390,scopa;sante,LO scopa S sante,Losco;passante,Losco passante
391,391,grammi;in;stalla,PRO grammi in stalla TI,Programmi;installazioni,Programmi installazioni
392,392,si,MA si TI,Massi;tizi,Massi tizi
393,393,re;nasi;ante,SI re nasi B I L ante,Sirena;sibilante,Sirena sibilante
394,394,codice;rana;lepri,CAL codice rana PO lepri C O,Calco;di;cera;napoleprico,Calco di cera napoleprico
395,395,pesci;ante,A pesci A M ante,Ape;sciamante,Ape sciamante
396,396,are;rei;mina,P are rei L LU mina TO,Parere;illuminato,Parere illuminato
397,397,lastra;tale,"lastra DA, STA tale",La;strada;statale,La strada statale
398,398,pale;arpe;mento,pale S arpe NT I mento,Palesar;pentimento,Palesar pentimento
399,399,Iblei;est;maso;Udine,VIV Iblei N est RE maso LIT Udine,Vivibel;in;estreme;solitudine,Vivibel in estreme solitudine
400,400,ambi;naso;petto,B ambi naso S petto SA,Bambina;sospettosa,Bambina sospettosa
401,401,ala;rea;con;tabella,UN ala U rea con tabella,Una;laurea;contabile,Una laurea contabile
402,402,Pellico;conto,Pellico LA conto TO,Pellicola;con;tanto,Pellicola con tanto
403,403,rema;sola;remi;colo,C rema sola remi RA colo SA,Crema;solare;miracolosa,Crema solare miracolosa
404,404,anta;dita;tegole,C anta R dita N tegole,Cantar;di;tante;gole,Cantar di tante gole
405,405,are;dio;dio,U S are MO dio dio SI,Usare;modo;idioso,Usare modo idioso
406,406,legge;in;aria,legge OR D in aria,Legge;ordinaria,Legge ordinaria
407,407,mate;ras;Siam;olle,mate ras Siam olle,Matarassi;a;molle,Matarassi a molle
408,408,celle;rei;tema;sole,E C celle rei N MA tema sole A,Eccellere;in;maestosaolea,Eccellere in maestosaolea
409,409,fari;Lazio;isba;Ate,fari L Lazio N isba G LI Ate,Far;illazione;sbagliate,Far illazione sbagliate
410,410,pedale;tellina;osti,pedale N tellina S C osti,Pedalettini;nascosti,Pedalettini nascosti
411,411,tra;ala;scia,tra CC I ala scia TA,Traccia;lasciata,Traccia lasciata
412,412,orto;nei;ami,P orto nei NL ami ERA,Portone;in;lamiera,Portone in lamiera
413,413,si;stie;cono;mici,si stie cono mici,Sisti;economici,Sisti economici
414,414,reperto;sol,T reperto sol E,Tre;perdose,Tre perdose
415,415,Eva;reperte;tende;egra;Udine;agli;mini,Eva N OP reperte tende R egra TI T Udine D agli UO mini,È;vano;preperte;renderegra;titudi;negligi,È vano preperte renderegra titudi negligi
416,416,leggio;dita,NO leggio dita XI,Noleggio;di;taxi,Noleggio di taxi
417,417,postino;postino;avo,PRO postino ES postino avo CE,Proposti;onerosi;p;ovao,Proposti onerosi p ovao
418,418,Agar;seme;la,UN Agar seme F I la,Una;gars;emerfila,Una gars emerfila
419,419,tre;mori;orso,E S tre mori M orso,Estremo;rimorso,Estremo rimorso
420,420,vere;di;more,A vere di SA more,Avere;disamore,Avere disamore
421,421,ode;rea;nido,G ode rea N nido RO,Godere;anni;d;oro,Godere anni d'oro
422,422,armi;refi;re,F armi S E refi GU re,Far;misere;figure,Far misere figure
423,423,do;lampone;ali,do L O lampone T I ali,Dolola;ponetiali,Dolola ponetiali
424,424,arti;ali;Rodi;rime;si,arti S T ali B E Rodi E SP rime R si,Artisti;liberi;di;esperirsi,Artisti liberi di esperirsi
425,425,di;Rodi;Orte,di Rodi M Orte,Diro;di;morte,Diro di morte
426,426,ave;cani;mori;belli,ave RI cani mori belli ON E,Aver;ic;animi;ribellione,Aver ic animi ribellione
427,427,gilet;ore;do,A gilet ore A do R,Agile;toroedor,Agile toroedor
428,428,Po;litri;ali,Po P O litri B ali,Popoli;tribali,Popoli tribali
429,429,velo;anelli;pica,velo CI T anelli P pica,Velocità;nell;impicca,Velocità nell'impicca
430,430,oboe;letto,PR oboe letto RE,Probo;elettore,Probo elettore
431,431,navi;oca;sale,U navi T oca sale,Un;avito;casale,Un avito casale
432,432,avolo;somme,F avolo somme NU,Favoloso;menù,Favoloso menù
433,433,re;rosa;su;cera,P re MU rosa su O cera,Premurosa;suocera,Premurosa suocera
434,434,arpa;chi;legge;re;agli;mici;mese;nodi;etto,D arpa C chi legge re agli A mici C O mese G nodi A F F etto,Dar;pacchi;leggeri;egel;agli;amici;come;se;giova,Dar pacchi leggeri egel agli amici come se giova
435,435,porta;dito,UN OS porta R dito,Uno;sport;ardito,Uno sport ardito
436,436,ave;nasi;on;ari,ave RE nasi S M on F F ari,Avere;nasismo;nella;fari,Avere nasismo nella fari
437,437,orche;alettone,orche ST R alettone,Orchestra;lettone,Orchestra lettone
438,438,porta;testa;vere;tori,IM porta N testa F vere tori A L E,Importante;staff;vereitoriale,Importante staff vereitoriale
439,439,fusi;anelli,D E fusi O PI anelli,Defusio;pianelli,Defusio pianelli
440,440,su;barbaro,CI su L barbaro,Cisub;barbaro,Cisub barbaro
441,441,sala;temi,IN sala temi S TE,Insalate;miste,Insalate miste
442,442,posate;ale,posate A T R ale,Posà;teatrale,Posà teatrale
443,443,oste;nero;redi;Rita,S oste nero P E redi CA Rita,Sostener;opere;di;Carità,Sostener opere di Carità
444,444,timone;oste;ore,timone P oste R I ore,Timone;posteroire,Timone posteroire
445,445,fori;adipe;lari;denti,E U fori adipe RSO lari M P U denti,Euforia;di;persoli;rimpudenti,Euforia di persoli rimpudenti
446,446,dardi;ari;ambi;odi;ari,dardi N ari I N C ambi odi DO L L ari,Dar;dinari;in;cambi;od;idollari,Dar dinari in cambi od idollari
447,447,mari;lamiere,mari E L lamiere VA,Mariella;miera,Mariella miera
448,448,oca;rosa;ari,V oca B rosa LG ari,Vocabro;salgari,Vocabro salgari
449,449,tori;ed;altri;tori,S tori ed altri tori T MO,Storia;del;torto;rimoto,Storia del torto rimoto
450,450,fra;seri;mola,fra seri mola NTI,Frase;rimolanti,Frase rimolanti
451,451,odi;odi;ore,odi AT odi TT AT ore,Odiato;dittatore,Odiato dittatore
452,452,espressi;pero;etto,espressi O NE pero L etto,Espressione;po;realetto,Espressione po realetto
453,453,ara;rea;con;chino,B ara rea con chino,Barare;a;concino,Barare a concino
454,454,seta;teli;nata,DIS seta N teli MO nata,Dissetante;lionata,Dissetante lionata
455,455,neri;Rodi;tori,TE neri SSI Rodi T TA tori,Tenersi;sottotati,Tenersi sottotati
456,456,Pi;astri;ami;are,Pi astri N ami LIT are,Piastrina;militare,Piastrina militare
457,457,legno;somme,COL legno N somme,Colle;gnomosme,Colle gnomosme
458,458,ad;fon;di;iri,P ad fon di T iri N E,Padfonditi;rine,Padfonditi rine
459,459,fa;area;sai,fa T IC area S sai,Faticare;assai,Faticare assai
460,460,menta;Frodo,menta D I Frodo,Menta;di;frodò,Menta di frodò
461,461,scogli;fan,C A scogli fan D E,Cascolo;gifande,Cascolo gifande
462,462,esca;mina,FR esca NO mina,Fresca;nomina,Fresca nomina
463,463,pia;arpa;etti,pia N T arpa L etti,Piantar;paletti,Piantar paletti
464,464,dee;vate,O N dee LE vate,Onde;elevate,Onde elevate
465,465,perla;edili;etti;pera,perla R edili B R etti DO pera,Perlare;di;libertà;d;opera,Perlare di libertà d'opera
466,466,rigo;some;do,rigo RO some T O do,Rigoroso;metodo,Rigoroso metodo
467,467,per;di;turpi,O per A di AL turpi,Opera;di;Al Turpino,Opera di Al Turpino
468,468,vene;ali,vene ZI ali DO,Venezia;lido,Venezia lido
469,469,orma;lepre;viso,F orma lepre A V viso,Formale;preavviso,Formale preavviso
470,470,Oglio;soma,RIG Oglio soma IS,Rigoglioso;mais,Rigoglioso mais
471,471,Reno;api;oro;via;va;via,T Reno R api D oro CO via va RSA via,Treno;rapido;rocorovia;Varsovia,Treno rapido rocorovia-Varsovia
472,472,anca;padella,SFI anca N padella,Sfiancana;pella,Sfiancana pella
473,473,else;corte;corte,B else C corte TA I corte,Bel;scorettario,Bel scorettario
474,474,casco;per,NU casco per TA,Nuca;scoperta,Nuca scoperta
475,475,Ford;ombra;di,Ford ST ombra di ATI,Forstomb;bradiati,Forstomb bradiati
476,476,volte;pere,volte A M pere,Volte;a;mperate,Volte a mperate
477,477,con;toro,con TR toro SI,Controrsoi;lisi,Controrsoi lisi
478,478,fari;Eva;aro;oli,A F fari CH Eva NNO aro T oli,Affari;che;vanno;a;rotoli,Affari che vanno a rotoli
479,479,leggio;est,leggio N est E,Leggio;neste,Leggio neste
480,480,orsi;re;pero,C orsi DI re CU pero,Corsi;di;recupero,Corsi di recupero
481,481,ari;arca;etti,ari S T arca S S etti,Aristarca;sestetti,Aristarca sestetti
482,482,rocca;divi;dei;aste;mani,B rocca divi N O dei C aste L L I RO mani,Brocca;di;vino;dei;castelli;romani,Brocca di vino dei castelli romani
483,483,musi;aria;colta,musi C aria S colta TA,Musicar;iaricoltata,Musicar iaricoltata
484,484,sedia;assi;nati,MAS sedia PP assi O nati,Massé;di;appassionati,Massé di appassionati
485,485,unte;mari;letto,unte mari letto,Un;tema;riletto,Un tema riletto
486,486,mani;Edison;est,mani E R Edison est E,Maniere;disoneste,Maniere disoneste
487,487,avi;avi;Eva,L avi T avi EN Eva,La;vita;vien;e;va,La vita vien e va
488,488,dio;semina,O dio semina C CE,Odiose;minacce,Odiose minacce
489,489,usci;rea;collare,R I usci rea D E collare,Riuscire;a;decollare,Riuscire a decollare
490,490,lame;su;aria,lame su A O R aria,La;mesia;oraria,La mesia oraria
491,491,peri;losco;Todaro,peri C O losco N Todaro,Pericolo;scottodaro,Pericolo scottodaro
492,492,mani;redi;si,mani E redi S si NUE,Maniere;disinunue,Maniere disinunue
493,493,Cipro;odi;ala,RE Cipro C odi S ala,Reciproco;disalata,Reciproco disalata
494,494,amo;osti;lista;Talia,F amo S osti lista I Talia NO,Famoso;stilista;italiano,Famoso stilista italiano
495,495,risi;avi;tori,risi C A T avi T tori A,Risicata;vittoria,Risicata vittoria
496,496,arti;perle;oli,P arti RE perle oli E,Partire;per;l;Eolie,Partire per l'Eolie
497,497,segno;panna,MA segno P panna TI,Maesegeno;pannatati,Maesegeno pannatati
498,498,fra;sega;ante,fra sega L ante,Frase;galante,Frase galante
499,499,tra;rive;ali,S tra T rive RB ali,Stratori;verbali,Stratori verbali
500,500,ed;erma;tori,S ed I erma tori O,Sedier;maratorio,Sedier maratorio
501,501,tre;mendicanti;belli,tre mendicanti R I belli,Tremendi;canti;ribelli,Tremendi canti ribelli
502,502,colt;ara;rasa,colt I V ara rasa S,Coltivar;arasas,Coltivar arasas
503,503,vesti;oste;tese;ape;are,S C I vesti SP oste D A tese NZ ape N S are,Scivesti;spostate;senza;zanze;pensare,Scivesti spostate senza zanze pensare
504,504,chiave;tale;di;ombre,"chiave RO, tale NTO L O di ombre",Chi;à;verò;talento;lo;dimobile,Chi à verò talento lo dimobile
505,505,fa;on;punta,fa C on O M punta,Facono;munta,Facono munta
506,506,pedale;peri;lati;di;ore;di;etto,OS pedale peri M A lati di CU ore E di P etto,Ospedale;per;i;malati;di;cuore;e;di;petto,Ospedale per i malati di cuore e di petto
507,507,ala;amo;tomi;orata,M ala T amo L tomi GLI orata,Malata;molto;migliorata,Malata molto migliorata
508,508,lodi;cono,PAO lodi A cono,Paolo;Diacono,Paolo Diacono
509,509,pia;tele;visi,IM pia N TO tele visi VO,Impianto;televisivo,Impianto televisivo
510,510,toreri;Leda;ore,S toreri EL Leda M ore,Sorterie;l;demore,Sorterie l'demore
511,511,toro;manti,AU toro manti C O,Autoro;manicco,Autoro manicco
512,512,pia;otri;tino,pia TT otri E S tino,Piatto;triestino,Piatto triestino
513,513,topi;ode;manti,AL topi AN ode manti CO,Altopiano;demancio,Altopiano demancio
514,514,re;porte;ring;lese,re porte ring lese,Reporter;inglese,Reporter inglese
515,515,amo;Atene;viale,L amo G Atene O viale,La;mogate;neoviale,La mogate neoviale
516,516,ode;stie;orsi,M ode stie S B orsi,Modesti;esborsi,Modesti esborsi
517,517,more;in;menti;ile,A more in DI menti C A B ile,Amore;indimenticabile,Amore indimenticabile
518,518,ala;medio,S ala medio CA,Salamei;di;oca,Salamei di oca
519,519,tute;valigie;re,tute L valigie N O re NNI,Tutelva;ligienorni,Tutelva ligienorni
520,520,tori;aro,AL tori P aro,Alto;riparo,Alto riparo
521,521,si;agli;parenti,VI si TA agli A M parenti,Visita;agli;amparenti,Visita agli amparenti
522,522,Alpi;tante;parti,P Alpi tante parti T A,Palpitante;partita,Palpitante partita
523,523,con;ara;oste,con AND ara IP oste RI,Conandara;ip;osteri,Conandara ip osteri
524,524,orme;di;sordi,E N orme di sordi N E,Enorme;disordine,Enorme disordine
525,525,mani;teso,IM mani teso RI,Immani;tesori,Immani tesori
526,526,asse;redi;miss;nari,asse S SO redi miss IO nari O,Assessore;dimissionario,Assessore dimissionario
527,527,re;rete;Po,P re NDE rete M Po,Prendere;tempo,Prendere tempo
528,528,rena;rena;ali;tende,F rena rena T U R ali tende NZE,Frenare;naturali;tendenze,Frenare naturali tendenze
529,529,fa;fa;Bolsena;anta;ore,fa N fa R O Bolsena LL anta T ore,Fantafaro;bolsenalliante,Fantafaro bolsenalliante
530,530,ascia;teca;are;ore,L ascia teca NT are I L C U ore,Lasciate;canterai;la;cuore,Lasciate canterai la cuore
531,531,nodo;duna;la,A nodo duna P I la,Anodo;d;una;pila,Anodo d'una pila
532,532,su;sci;are;manica;astro,su sci T are I M manica T astro FI,Suscitare;immagini;macastrofì,Suscitare immagini macastrofì
533,533,scia;lane;ode,scia BO lane LF ode RO,Sciabola;nel;folore,Sciabola nel folore
534,534,Giove;uva;agenti,LA Giove NT uva agenti TA,La;gioventù;va;agente,La gioventù va agente
535,535,ellissi;ori;ratto,B ellissi M ori T ratto,Bellissimo;ritratto,Bellissimo ritratto
536,536,re;tra;terre;remo,re GIS tra terre remo TI,Registrate;remoteoti,Registrate remoteoti
537,537,ratti;ossi,BU ratti NI R ossi,Burattini;rossi,Burattini rossi
538,538,ninfa;tea;orto,ninfa R tea P P orto,Ninfare;apporto,Ninfare apporto
539,539,arpa;leggio,F arpa L leggio,Far;palleggio,Far palleggio
540,540,Asti;come;saggi,IC Asti come S saggi O,Icastico;messaggio,Icastico messaggio
541,541,si;Eco;letti,si I Eco L letti V E,Siieco;letterive,Siieco letterive
542,542,laser;ramo;rena,laser ramo rena,La;serra;morena,La serra morena
543,543,con;su;sarti,con su sarti,Consuarsi;tì,Consuarsi tì
544,544,nero;copie;tese,U nero I copie M ON tese,Un;eroico;piemontese,Un eroico piemontese
545,545,nari;dadi;tesi,U nari D dadi P O tesi,Una;rida;d;ipotesi,Una rida d'ipotesi
546,546,risi;riso;riso;risi,PU risi NCE riso LA riso R risi,Puri;sinceri;solari;sorrisi,"Puri, sinceri, solari sorrisi"
547,547,armi;re;cise,D armi SU re P cise,Dar;misure;precise,Dar misure precise
548,548,porta;mento;ante;cono;nido,COM porta mento G A L ante cono G nido NNA,Comportamento;galante;con;ogni;donna,Comportamento galante con ogni donna
549,549,remi;dente,remi S C R E dente,Re;miscredente,Re miscredente
550,550,anca;tea;tesa,SFI anca N tea T tesa,Sfiancante;attesa,Sfiancante attesa
551,551,menti;Agata;rose,S menti Agata M O rose,Smentiagat;atomorose,Smentiagat atomorose
552,552,ora;su;oca,SP ora su C oca SO,Sporasuco;caso,Sporasuco caso
553,553,in;lido;nati,A in lido nati,Ainlidò;nati,Ainlidò nati
554,554,seri;riso,E S seri R riso,Esseri;riso,Esseri riso
555,555,nani;ore;arto,U nani MOS ore P arto,Un;animoso;reparto,Un animoso reparto
556,556,pica;volati;mi;tic,ROM pica volati G mi S tic I,Rompicava;litigistici,Rompicava litigistici
557,557,costa;Teresa,S costa N Teresa,Scostante;resa,Scostante resa
558,558,sol;cola;cola,sol C cola S cola RA,Solcola;scolara,Solcola scolara
559,559,re;lire;Cipro,re G A lire Cipro CI,Regali;reciproci,Regali reciproci
560,560,remo;semina;care;alato;alpha,E remo semina S care GN alato D alpha I,Eremo;seminacare;gnalandà;tal;adà,"Eremo seminacare gnalandà tal ""adà"""
561,561,dea;Ate,RON dea RM Ate,Rondea;ramarte,Rondea ramarte
562,562,dardi;etti;recise,dardi R etti V E P recise,Dar;direttive;precisi,Dar direttive precisi
563,563,attore;sci,P attore sci SSO,Patto;reso,Patto reso
564,564,oca;olio;vino;Ati,V oca B olio V vino NUS Ati,Vocaboli;ovvi;non;usati,Vocaboli ovvi non usati
565,565,oca;epe;ante,GI oca R epe S ante,Giocare;pesante,Giocare pesante
566,566,scopa;tabella,BRU scopa S tabella,Brusco;pastabella,Brusco pastabella
567,567,lana;rade;eco,lana T U rade LL eco SE,La;natura;della;casa,La natura della casa
568,568,ode;arti;anni,SP ode ST arti R anni,Spodestar;tiranni,Spodestar tiranni
569,569,Icaro;enti,L Icaro MB I enti,Licaro;mbienti,Licaro mbienti
570,570,oste;amo;orate,C oste GI amo NIT orate,Coste;già;montorate,Coste già montorate
571,571,nano;Ancona;si,U nano IOS Ancona O si,Una;noiosa;conososi,Una noiosa conososi
572,572,oste;nere;stie;con;micio;nero,S oste nere CO stie con O micio nero SI,Sostener;costi;economici;onerosi,Sostener costi economici onerosi
573,573,stie;ali,A M stie ali N A,Amstiea;lina,Amstiea lina
574,574,arti;remi;ante,P arti remi G R ante,Partire;miragrante,Partire miragrante
575,575,rocca;tiara;esca,B rocca tiara B esca TI,Broccati;arabescati,Broccati arabescati
576,576,do;cieco;etti,do L cieco N F etti,Dolci;e;confetti,Dolci e confetti
577,577,gente;are,AR gente OM are,Argenteo;mare,Argenteo mare
578,578,rena;vita;nata,SE rena vita NZ O nata,Serenavi;tanzonata,Serenavi tanzonata
579,579,moschea;cane,moschea F RI cane,Moschea;fracane,Moschea fracane
580,580,asse;odi;giara,asse DI odi N giara RI,Assedio;d;ingiari,Assedio d'ingiari
581,581,legge;ras;puma,legge ras puma,Leggera;spuma,Leggera spuma
582,582,ondine;don;ione,B ondine don S S ione,Bonda;ne;donsione,Bonda ne donsione
583,583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,584,dei;olla;ile,F E dei NCR olla B ile,Feed;incolorabile,Feed incolorabile
585,585,are;unto;in;ponente,US are unto NO in DI S ponente,Usare;un;tono;indisponente,Usare un tono indisponente
586,586,dio;odi;odio,O dio S odi SSI odio,Odioso;dissidio,Odioso dissidio
587,587,Po;tinti,S Po tinti VU,Spoti;in;tivù,Spoti in tivù
