,idx,word_guesses,first_pass,solution_words,solution
290,290,anta;epa;ami;amo;rema,C anta R epa R L ami D amo rema RIU,Cantare;palamidi;d;amore;marir,"Cantare ""palamidi d'amore marir"""
291,291,Oglio;pere,L Oglio pere NNE,Loglio;perenne,Loglio perenne
292,292,su;lenti;gare;etti,su C C U lenti gare C A R etti,Succulenti;gargaretti,Succulenti gargaretti
293,293,topi;amo;est,U topi amo D est A,Utopia;modesta,Utopia modesta
294,294,ante;la;rema;china,SM ante L la rema C china RI,Smantellare;macchinari,Smantellare macchinari
295,295,ree;redi;ari,TA ree redi T ari E,Tare;ereditarie,Tare ereditarie
296,296,cola;redo;est,F O cola redo M est ICO,Focolare;domestico,Focolare domestico
297,297,anca;ori;petto,M anca T ori S petto,Mancato;rispetto,Mancato rispetto
298,298,eroi;ora,F I eroi ora LE,Fiero;orale,Fiero orale
299,299,porta;redi;in,ES porta TO redi V in I,Esportatore;di;vini,Esportatore di vini
300,300,visi;gradi,visi T E gradi T E,Visite;gradite,Visite gradite
301,301,in;chiostro;traduzione;si,in chiostro traduzione si VO,Inchiostro;traduzione,Inchiostro traduzione
302,302,tino;para,MAN tino surname para GI,Mantino;surnaparagi,Mantino surnaparagi
303,303,oli;chef;lime;ari,P oli TI chef AL lime N T ari,Politiche;fallibili,Politiche fallibili
304,304,remo;oca;ore,DA remo LT oca L ore,Dare;molto;calore,Dare molto calore
305,305,facce;asso;asse,facce N asso M asse TE,Faccensa;sommassette,Faccensa sommassette
306,306,sedia;via,CA sedia via NO,Case;di;aviano,Case di aviano
307,307,agente;est;orme;rena,L agente ON est A D orme SE rena,La;gente;onesta;dorme;serena,La gente onesta dorme serena
308,308,madia;avola,PIU madia LZ avola,Piuma;di;avolazza,Piuma di avolazza
309,309,porta;re;erica,porta E re IAM erica NA,Portaree;americana,Portaree americana
310,310,re;adipe;remo,re S T adipe remo NTE,Restad;ip;episodio;emonte,Restad ip episodio emonte
311,311,tende;ora,tende A FI ora MI,Tende;a;fiorami,Tende a fiorami
312,312,tana;osa,ES tana NS osa,Estan;nasosa,Estan nasosa
313,313,cani;lama;tina,cani C O lama T TU tina,Canicola;mattutina,Canicola mattutina
314,314,redi;lega;ante,C redi BI lega R ante,Credibile;garante,Credibile garante
315,315,mina;rei;ara,DO mina rei N G ara,Dominare;in;gara,Dominare in gara
316,316,ambi;nodi;laccio,B ambi nodi S C O laccio,Bambino;discolaccio,Bambino discolaccio
317,317,ira;oche;remo,SC ira P oche remo TE,Scripo;c;opere;morete,Scripo c' opere morete
318,318,mostra;alato,UO mostra MP alato,Uost;rompapalato,Uost rompapalato
319,319,Graz;topo;mento,S Graz IA topo RTA mento,Sgraziato;portamento,Sgraziato portamento
320,320,si;linee;lama;china,B A si linee L lama C china,Basilinea;dell;amacchina,Basilinea dell amacchina
321,321,lama;baia;ali;mola;ore,AL lama M baia G ali ali A mola M ore,Alla;mamba;iagalliali;a;molare,Alla mamba iagalliali a' molare
322,322,con;edere;favo,con C edere favo RI,Concedere;favori,Concedere favori
323,323,scola;rei;Asti,M E scola rei M P Asti,Mescolare;impasti,Mescolare impasti
324,324,conti;divi,RA C conti divi RN E,Racconti;di;virne,Racconti di virne
325,325,raggi;gerla;arte,raggi UN gerla NT arte DE,Raggiunger;l;antartede,Raggiunger l'antartede
326,326,prete;denti;lama;nodi;ara;azza,prete N denti A L lama nodi U N ara G azza,Pretenzioni;allam;anodi;un;arà;gazza,Pretenzioni allam anodi un arà gazza
327,327,arti;amo;tori;est,arti S T amo L tori CH I est O,Artista;molto;richiesto,Artista molto richiesto
328,328,rade;colo,S T rade colo GU E,Strade;cologue,Strade cologue
329,329,stadi;cori;oli,B U stadi cori A N D oli,Busta;di;coriandoli,Busta di coriandoli
330,330,corda;Eneide;agli,RI corda R Eneide TT agli,Ricordare;nei;dettagli,Ricordare nei dettagli
331,331,osti;est;ava;ante,UN osti L est R ava G ante,Uno;stile;straravagante,Uno stile straravagante
332,332,rosa;oca;rose,RU rosa S oca rose L L O,Ruroso;sacarose,Ruroso sacarose
333,333,nari;orsa;onda;menta,U nari S orsa F onda menta LE,Una;risorsa;fondamentale,Una risorsa fondamentale
334,334,mici;ali,C A mici ali S A,Camicia;lisa,Camicia lisa
335,335,odi;dive;re,M odi dive ST I re,Modi;di;vestire,Modi di vestire
336,336,re;festa;re;re,re S I festa re MO re,Resisfè;starmore,Resisfè starmore
337,337,orci;remo;stie,T orci RA remo L E stie,Torcirare;molestie,Torcirare molestie
338,338,sedia;tomo;lista,COR sedia U tomo BI lista,Corse;di;autotomobilista,Corse di autotomobilista
339,339,re;moro;manti,E re moro manti C O,Eremo;romantico,Eremo romantico
340,340,unti;pope;colo,unti pope R I colo SO,Un;tipo;pericoloso,Un tipo pericoloso
341,341,via;lente,GIO via lente LLI,Giovialle;tentelli,Giovialle tentelli
342,342,nano;nano;nido,U nano MI nano nido NEA,Una;nomina;non;idonea,Una nomina non idonea
343,343,son;nate;si;nette,A S son nate si nette,Assonate;sinette,Assonate sinette
344,344,sola;eco;metafisica,I sola eco metafisica,Isola;economica,Isola economica
345,345,stazioni;nidi;latta;est,stazioni G nidi ST I latta N est I,Sta;tione;di;stile;at;tanta,Sta tione di stile at tanta
346,346,nave;chiama;re,U nave C chiama D re,Una;vecchia;madre,Una vecchia madre
347,347,tuba;redi;re,tuba redi re,Tubare;di;revere,Tubare di revere
348,348,ore;amo;ocarina,S ore LL amo LT ocarina,Sorella;molto;carina,Sorella molto carina
349,349,cucina;ferite,BOC cucina R ferite,Boccuciar;ferite,Boccuciar ferite
350,350,Torino;ila;rime;oli,Torino Z ila C rime V oli,Torinzi;lacrimemovoli,Torinzi lacrimemovoli
351,351,coni;coni;tino,L A coni coni P O tino,Lacconico;nitinoto,Lacconico nitinoto
352,352,sardi;retti,F IS sardi retti V E,Fisscar;direttive,Fisscar direttive
353,353,cori;Gina,F RA cori Gina LE,Frac;originale,Frac originale
354,354,sci;cardi;tori,sci OPE cardi T tori ALE,Scioccard;ittoriale,Scioccard ittoriale
355,355,su;Leda;para,su O Leda RI para RE,Suole;da;riparare,Suole da riparare
356,356,scodella;ami;ore,BO scodella SI ami N ore,Bocce;dell;assi;aminore,Bocce dell'assi aminore
357,357,ala;oche;rada,ala N oche A B rada,Alano;che;abrada,Alano che abrada
358,358,gente;ape;ante,AR gente RI ape S ante,Argenteira;pesante,Argenteira pesante
359,359,ago;cavalletta;nato,ago NI S cavalletta TE nato,Agonisca;vallettante,Agonisca vallettante
360,360,arti;remi;are,Q U arti E remi LI T are,Quartiere;militare,Quartiere militare
361,361,est;sedili;tori,G est individi sedili LI A tori,Gesti;indiseditili,Gesti indiseditili
362,362,avi;desco;tese;tele,D avi desco N tese G tele A,Davide;scentese;greta,Davide scentese greta
363,363,tre;mori;asso,E S tre mori B asso,Estremo;ribasso,Estremo ribasso
364,364,divo;zia;iris;osa,divo R zia T iris P osa TI,Divorziati;risposati,Divorziati risposati
365,365,fiordi;noce;topi,fiordi noce topi,Fiordino;cecotopi,Fiordino cecotopi
366,366,vela;libro;etti,I vela libro N Z etti,I;velabro;lenzettì,I velabro lenzettì
367,367,avolo;sai;re,F avolo sai M P re SA,Favolosa;impresa,Favolosa impresa
368,368,ila;ora;sud,CH ila V ora sud A,Chi;lavor;osda,Chi lavor osda
369,369,ebe;Letes;esche,L ebe L Letes D esche,Le;bellet;esdeseche,Le bellet esdeseche
370,370,divi;Eros,divi R S Eros E,Divisero;rose,Divisero rose
371,371,tic;avi;perla;tese;re,tic A L avi TA perla GE N tese re NA,T;vi;taper;la;ge;nte;se;reena;serena,Tica la vi taper la ge nte se reena serena
372,372,api;cola;Ate,U N api C cola C AM Ate,Una;piccola;camata,Una piccola camata
373,373,est;Ra;di;tori,PR est Ra OR di N tori E,Presto;radintoritore,Presto radintoritore
374,374,nave;nana,U nave nana IF,Una;vena;nana,Una vena nana
375,375,somali;zio,R I somali zio SO,Riso;malizioso,Riso malizioso
376,376,re;epa;Ate,re T T epa G Ate,Rette;pagate,Rette pagate
377,377,vero;ori;rotto,O vero S ori MB rotto,Overso;rimbrottò,Overso rimbrottò
378,378,oste;ode;liquirizia,L oste RZ ode L liquirizia VE,Lo;sterzo;della;rice,Lo sterzo della rice
379,379,ari;come,SC ari come RCI,Scarico;merci,Scarico merci
380,380,olle;Giove;celle,C olle Giove R celle SE,Collegiove;recellesé,Collegiove recellesé
381,381,ape;tini;are,S ape R tini MI T are,Saperti;nominare,Saperti nominare
382,382,ava;api;rade;lame;ali,UN ava ST api ANU rade L lame RIC ali N A,Una;vasta;piandra;dell;amarecrì;calina,Una vasta piandra dell'amarecrì calina
383,383,colpo;tra;in;sala,colpo S tra D in sala TA,Colpostra;d;insalata,Colpostra d'insalata
384,384,idolo;scolari,idolo RI M U scolari,I;dolori;muscolari,I dolori muscolari
385,385,ali;nodi;etto,CI C ali nodi F etto SO,Cicalino;difettoso,Cicalino difettoso
386,386,oca;lista;stria,V oca lista U stria CO,Vocalisa;struistica,Vocalisa struistica
387,387,cappa;redi;ore;chino;Ero;raggio,S cappa redi C ore S A chino N Ero raggio SO,Scappare;di;coresa;ch;in;on;ero;raggioso,Scappare di coresa ch in on ero raggioso
388,388,lento;ori,MAE lento T ori,Maelento;toritori,Maelento toritori
389,389,sci;ore;Po;abile,sci M ore S Po N S abile,Scimore;sponsabile,Scimore sponsabile
390,390,posta;sante,LO posta S sante,Lopsto;assante,Lopsto assante
391,391,grammi;in;stalla,PRO grammi in stalla TI,Programmi;installati,Programmi installati
392,392,si,MA si TI,Massi;tì,Massi tì
393,393,re;visi;ante,SI re visi B I L ante,Sirevis;sibilante,Sirevis sibilante
394,394,enciclopedia;rana;capre,CAL enciclopedia rana PO capre C O,Calen;ce;di;campionapo,Calen ce di campionapo
395,395,pesci;ante,A pesci A M ante,Ape;sciamante,Ape sciamante
396,396,are;rei;tina,P are rei L LU tina TO,Paree;illutinato,Paree illutinato
397,397,lastra;tic,"lastra DA, STA tic",La;strada;statica,La strada statica
398,398,pale;arpe;mento,pale S arpe NT I mento,Palesar;pentimento,Palesar pentimento
399,399,Erei;est;maso;Udine,VIV Erei N est RE maso LIT Udine,Vivere;in;estremo;solitudine,Vivere in estremo solitudine
400,400,ambi;la;petto,B ambi la S petto SA,Bambila;spettosasa,Bambila spettosasa
401,401,asso;rea;con;terno,UN asso U rea con terno,Una;sosure;atenterno,Una sosure atenterno
402,402,eco;menu,eco LA menu TO,Ecolamento;un;auto,Ecolamento un auto
403,403,rema;sola;remi;colo,C rema sola remi RA colo SA,Cresa;solare;miracolosa,Cresa solare miracolosa
404,404,anta;dita;tegole,C anta R dita N tegole,Cantar;di;tante;gole,Cantar di tante gole
405,405,are;dio;dio,U S are MO dio dio SI,Usare;modi;odiosi,Usare modi odiosi
406,406,legge;in;ossa,legge OR D in ossa,Legge;ordinosa,Legge ordinosa
407,407,mate;tacco;Cina;orci,mate tacco Cina orci,Matteacco;c;inorci,Matteacco c inorci
408,408,celle;rei;tema;lacrima,E C celle rei N MA tema lacrima A,Eccellere;in;matemalacrima,Eccellere in matemalacrima
409,409,fari;Lazio;isba;Ate,fari L Lazio N isba G LI Ate,Far;illazioni;sbagliate,Far illazioni sbagliate
410,410,auto;ostrica;osti,auto N ostrica S C osti,Automonostri;casosti,Automonostri casosti
411,411,tra;ala;scia,tra CC I ala scia TA,Traccia;lasciata,Traccia lasciata
412,412,orto;nei;ami,P orto nei NL ami ERA,Portone;il;amiera,Portone il amiera
413,413,fa;stie;cono;mici,fa stie cono mici,Fasti;conomici,Fasti conomici
414,414,si;re,T si re E,Tsi;reeese,Tsi reeese
415,415,Eva;reti;tende;malata;Udine;agli;mini,Eva N OP reti tende R malata TI T Udine D agli UO mini,È;vano;pretendermalata;titudinegli;uomini;minimi,È vano pretendermalata titudinegli uomini minimi
416,416,leggio;dita,NO leggio dita XI,Noleggio;di;taxi,Noleggio di taxi
417,417,posta;posta;avo,PRO posta ES posta avo CE,Proposta;esposta;a;voce,Proposta esposta a voce
418,418,Agar;seme;la,UN Agar seme F I la,Una;gars;emefila,Una gars emefila
419,419,tre;mori;oca,E S tre mori M oca,Estremo;rimocca,Estremo rimocca
420,420,vere;di;more,A vere di SA more,Avere;disamore,Avere disamore
421,421,ode;rea;tenda,G ode rea N tenda RO,Goderea;nte;d;andro,Goderea nte d'andro
422,422,armi;refi;re,F armi S E refi GU re,Far;misere;figure,Far misere figure
423,423,do;fico;ali,do L O fico T I ali,Dolofi;cotiali,Dolofi cotiali
424,424,arti;ali;Rodi;rime;do,arti S T ali B E Rodi E SP rime R do,Artisti;beleri;di;esprimerdo,Artisti beleri di esprimerdo
425,425,riva;Rodi;ortana,riva Rodríguez M ortana,Riva;ro;Dosmor,Riva ro Dosmor
426,426,ave;cani;mori;ode,ave RI cani mori ode ON E,Aver;in;campo;riodeone,Aver in campo riodeone
427,427,gilet;ore;re,A gilet ore A re R,Agilet;orerare,Agilet orerare
428,428,Po;litri;ali,Po P O litri B ali,Popoli;tribali,Popoli tribali
429,429,velo;anelli;pica,velo CI T anelli P pica,Velocità;nell;ippica,Velocità nell'ippica
430,430,ocarina;letto,PR ocarina letto RE,Proca;rinaletto,Proca rinaletto
431,431,navi;oca;sale,U navi T oca sale,Un;avito;calese,Un avito calese
432,432,avolo;some,F avolo some NU,Favoloso;menù,Favoloso menù
433,433,re;rosa;su;paraffina,P re MU rosa su O paraffina,Premurosa;soparaffi,Premurosa soparaffi
434,434,arpa;che;legge;re;agli;mici;mese;nodi;etto,D arpa C che legge re agli A mici C O mese G nodi A F F etto,Dar;pacche;leggeri;gare;agli;ami;cocò;me;segnodi,Dar pacche leggeri gare agli ami cocò me segnodi
435,435,porta;dito,UN OS porta R dito,Uno;sport;ardito,Uno sport ardito
436,436,ave;gogna;Oneglia;ari,ave RE gogna S M Oneglia F F ari,Avere;gogna;somo;neglia,Avere gogna somo neglia
437,437,orche;orma,orche ST R orma,Orchestro;romma,Orchestro romma
438,438,porta;testa;vere;tori,IM porta N testa F vere tori A L E,Importante;staff;veretoriale,Importante staff veretoriale
439,439,nastri;re,D E nastri O PI re,Denastrio;piperre,Denastrio piperre
440,440,tra;gente,CI tra L gente,Citra;lgente,Citra lgente
441,441,sala;temi,IN sala temi S TE,Insalate;miste,Insalate miste
442,442,posate;ale,posate A T R ale,Posa;teatrale,Posa teatrale
443,443,oste;nero;redi;colo,S oste nero P E redi CA colo,Sostenere;opere;di;cacolò,Sostenere opere di cacolò
444,444,bici;oste;ore,bici P oste R I ore,Bicipo;steriore,Bicipo steriore
445,445,buche;adipe;giganti;denti,E U buche adipe RSO giganti M P U denti,Eubuche;ad;episo;gigantimpudenti,Eubuche ad episo gigantimpudenti
446,446,dardi;ari;ambi;odi;ari,dardi N ari I N C ambi odi DO L L ari,Dar;dinari;in;cambi;od;idodolli,Dar dinari in cambi od idodolli
447,447,mari;letti,mari esterni López VA,Mariestre;nolo,Mariestre nolo
448,448,oca;rovi;ari,V oca B rovi LG ari,Vocabrovi;gliari,Vocabrovi gliari
449,449,tori;si;altri;tori,S tori si altri tori T MO,Storisi;al;altro;tito,Storisi al altro tito
450,450,tra;mesti;mola,tra mesti mola NTI,Trame;stimolanti,Trame stimolanti
451,451,odi;odi;ore,odi AT odi TT AT ore,Odiato;dittatore,Odiato dittatore
452,452,espressi;rovi;etto,espressi O NE rovi L etto,Espressionero;di;violetto,Espressionero di violetto
453,453,ara;rea;con;chino,B ara rea con chino,Barare;a;conchino,Barare a conchino
454,454,lana;teli;nata,DIS lana N teli MO nata,Dislanante;lionnata,Dislanante lionnata
455,455,neri;Rodi;tori,TE neri SSI Rodi T TA tori,Tenerissiro;ditattori,Tenerissiro ditattori
456,456,eco;astri;ami;are,eco astri N ami LIT are,Ecoastrina;mititare,Ecoastrina mititare
457,457,arco;somme,COL arco N somme,Colar;consomme,Colar consomme
458,458,Ra;fon;di;rosa,P Ra fon di T rosa N E,Prafondito;rosane,Prafondito rosane
459,459,fa;area;sai,fa T IC area S sai,Faticare;assai,Faticare assai
460,460,menta;Frodo,menta D Í Frodo,Menta;di;frodò,Menta di frodò
461,461,levi;fan,C A levi fan D E,Calevi;fandede,Calevi fandede
462,462,esca;mina,FR esca NO mina,Fresca;nomina,Fresca nomina
463,463,pia;arpa;etti,pia N T arpa L etti,Piantra;pelleti,Piantra pelleti
464,464,dee;vate,O N dee LE vate,Onde;elevate,Onde elevate
465,465,sol;edili;etti;pera,sol R edili B R etti DO pera,Solredi;di;liberti;d;opera,Solredi di liberti d'opera
466,466,rigo;some;do,rigo RO some T O do,Rigoroso;metodo,Rigoroso metodo
467,467,tra;di;turbi,O tra A di AL turbi,Otra;di;alturbi,Otra di alturbi
468,468,rene;ali,rene ZI ali DO,Renesial;ido,Renesial ido
469,469,orma;lepre;viso,F orma lepre A V viso,Formale;previsivo,Formale previsivo
470,470,Oglio;soma,RIG Oglio soma IS,Rigoglioso;mais,Rigoglioso mais
471,471,Reno;mosche;oro;via;va;via,T Reno R mosche D oro CO via va RSA via,Treno;romosche;dorocovi;avarsià,Treno romosche dorocovi-avarsià
472,472,anca;padella,SFI anca N padella,Sfiancapa;dell,Sfiancapa dell
473,473,else;re;re,B else C re TA I re,Bel;scectare,Bel scectare
474,474,casco;per,NU casco per TA,Nuca;scoperta,Nuca scoperta
475,475,Ford;umidità;di,Ford ST umidità di ATI,Fordstumi;ditaditati,Fordstumi ditaditati
476,476,volte;pere,volte A M pere,Volte;a;mpere,Volte a mpere
477,477,con;Aries,con TR Aries SI,Contrari;esi,Contrari esi
478,478,fari;Eva;aro;oli,A F fari CH Eva NNO aro T oli,Affari;che;vanno;a;Rotoli,Affari che vanno a Rotoli
479,479,leggio;est,leggio N est E,Leggio;neste,Leggio neste
480,480,orsi;re;pero,C orsi DI re CU pero,Corsi;di;recupero,Corsi di recupero
481,481,rovi;arca;etti,rovi S T arca S S etti,Rovistar;cassetti,Rovistar cassetti
482,482,rocca;divi;divi;aste;mani,B rocca divi N O divi C aste L L I RO mani,Brocca;di;vino;divi;cacastell;rimani,Brocca di vino divi cacastell rimani
483,483,musi;aria;colta,musi C aria S colta TA,Musicar;iscoltattata,Musicar iscoltattata
484,484,scommessa;assi;nati,MAS scommessa PP assi O nati,Masses;cs;espressassionati,Masses cs espressassionati
485,485,unte;mari;bar,unte mari bar,Un;tema;ribar,Un tema ribar
486,486,mani;Edison;est,mani E R Edison est E,Maniere;disoneste,Maniere disoneste
487,487,avi;avi;Eva,L avi T avi EN Eva,La;vita;vien;e;va,La vita vien e va
488,488,dio;semina,O dio semina C CE,Odiose;minacce,Odiose minacce
489,489,usci;Rea;collare,R I usci Rea D E collare,Riuscire;a;decorale,Riuscire a decorale
490,490,lame;tra;data,lame tra A O R data,La;metra;odarata,La metra odarata
491,491,peri;lente;tredi,peri C O lente N tredi,Pericolente;ntredi,Pericolente ntredi
492,492,mani;redi;tori,mani E redi S tori NUE,Maniere;distorniune,Maniere distorniune
493,493,Cipro;odi;petto,RE Cipro C odi S petto,Recicprodo;dispetto,Recicprodo dispetto
494,494,amo;osti;lista;Talia,F amo S osti lista I Talia NO,Famoso;stilista;titaliano,Famoso stilista titaliano
495,495,rosi;avi;tori,rosi C A T avi T tori A,Rosicata;vittoria,Rosicata vittoria
496,496,arti;perle;oli,P arti RE perle oli E,Partire;per;l;olive,Partire per l'olive
497,497,tra;rospo,MA tra P rospo TI,Matrapro;spottiti,Matrapro spottiti
498,498,fra;dentista;ante,fra dentista L ante,Frate;distante,Frate distante
499,499,tra;rive;ali,S tra T rive RB ali,Stratri;verbali,Stratri verbali
500,500,ed;trave;tori,S ed I trave tori O,Seditra;vetorio,Seditra vetorio
501,501,Tre;gente;belli,Tre gente R I belli,Tregente;ribel;belli,Tregente ribel belli
502,502,colt;ara;rana,colt I V ara rana S,Coltivar;ananas,Coltivar ananas
503,503,lane;oste;tese;ape;are,S C I lane SP oste D A tese NZ ape N S are,Scilane;spostate;senza;penza;pensare,Scilane spostate senza penza pensare
504,504,chiave;tale;di;mostri,"chiave RO, tale NTO L O di mostri",Chia;v;erò;talento;di;mostri,Chia v erò talento di mostri
505,505,fa;la;disegno,fa C la O M disegno,Faccola;modisegno,Faccola modisegno
506,506,pedale;peri;lati;di;ore;ed;etto,OS pedale peri M A lati di CU ore E ed P etto,Operale;per;i;malati;di;cuore;e;di;petto,Operale per i malati di cuore e di petto
507,507,ala;amo;tomi;orata,M ala T amo L tomi GLI orata,Malata;molto;migliorata,Malata molto migliorata
508,508,lodi;cono,PAO lodi A cono,Paolo;diacono,Pao lo diacono
509,509,pia;tele;visi,IM pia N TO tele visi VO,Impianto;televisivo,Impianto televisivo
510,510,tori;Leda;ore,S tori EL Leda M ore,Storielle;d;amore,Storielle d'amore
511,511,toro;manti,AU toro manti C O,Autoro;manticoco,Autoro manticoco
512,512,pia;otri;tino,pia TT otri E S tino,Piatto;triestino,Piatto triestino
513,513,topi;ode;manti,AL topi AN ode manti CO,Altopiano;demantico,Altopiano demantico
514,514,re;porte;latticino;lese,re porte latticino lese,Reporte;latticino,Reporte latticino
515,515,amo;Udine;parco,L amo G Udine O parco,La;mogu;ineoparco,La mogu ineoparco
516,516,ode;stie;iene,M ode stie S B iene,Modesti;esbiene,Modesti esbiene
517,517,more;in;menti;ile,A more in DI menti C A B ile,Amore;indimenticabile,Amore indimenticabile
518,518,ala;medio,S ala medio CA,Salamed;io;ca,Salamed io ca
519,519,tute;valigie;re,tute L valigie N O re NNI,Tutevali;gienonni,Tutevali gienonni
520,520,tori;aro,AL tori P aro,Alto;riparo,Alto riparo
521,521,si;tra;parenti,VI si TA tra A M parenti,Visita;tra;amparenti,Visita tra amparenti
522,522,Alpi;tante;parti,P Alpi tante parti T A,Palpitante;partita,Palpitante partita
523,523,tra;ara;oste,tra AND ara IP oste RI,Trandara;ip;osteteri,Trandara ip osteteri
524,524,orme;di;rido,E N orme di rido N E,Enorme;diridone,Enorme diridone
525,525,prese;teso,IM prese teso RI,Imprese;tesori,Imprese tesori
526,526,asse;redi;colo;nari,asse S SO redi colo IO nari O,Assessore;dilcolionario,Assessore dilcolionario
527,527,re;rete;Po,P re NDE rete M Po,Prendere;tempo,Prendere tempo
528,528,rena;rena;ali;tende,F rena rena T U R ali tende NZE,Frenare;naturali;tendenze,Frenare naturali tendenze
529,529,fa;fa;Tiber;anta;ore,fa N fa R O Tiber LL anta T ore,Fanfatori;belllantatore,Fanfatori belllantatore
530,530,ascia;teca;are;ore,L ascia teca NT are I L C U ore,Lasciate;cantare;il;cuore,Lasciate cantare il cuore
531,531,nodo;duna;la,A nodo duna P I la,Anodo;d;una;pila,Anodo d'una pila
532,532,su;sci;are;manica;astro,su sci T are I M manica T astro FI,Suscitare;immani;catastrofi,Suscitare immani catastrofi
533,533,scia;lane;ode,scia BO lane LF ode RO,Sciabola;nel;fodero,Sciabola nel fodero
534,534,Giove;riso;capi,LA Giove NT riso capi TA,La;gioventriso;ca;pitata,La gioventriso ca pitata
535,535,ellissi;ori;ratto,B ellissi M ori T ratto,Bellissimo;ritratto,Bellissimo ritratto
536,536,re;tra;rete;remo,re GIS tra rete remo TI,Registrate;remototì,Registrate remototì
537,537,ratti;ossi,BU ratti NI R ossi,Burattini;rossi,Burattini rossi
538,538,Giove;tea;orto,Giove R tea P P orto,Giovreta;progetto,Giovreta progetto
539,539,arpa;leggio,F arpa L leggio,Far;palleggio,Far palleggio
540,540,collo;tra;tornei,IC collo tra S tornei O,Iccollo;strastorneio,Iccollo strastorneio
541,541,si;Eco;letti,si I Eco L letti V E,Siiè;collettive,Siiè collettive
542,542,laser;ramo;rosetta,laser ramo rosetta,La;serra;morosetta,La serra morosetta
543,543,tra;su;sarte,tra suerte,Trasuete;re,Trasuete re
544,544,nero;copie;tese,U nero I copie M ON tese,Un;eroico;piemontese,Un eroico piemontese
545,545,nari;dadi;tesi,U nari Д dади П О tesi,Una;ridente;d;adipotesi,Una ridente d'adipotesi
546,546,Scola;riso;riso;Scola,PU Scola NCE riso LA riso R Scola,Pus;colancer;isolar;isoscolà,"Pus, colancer, isolar isoscolà"
547,547,armi;re;perse,D armi SU re P persecise,Dar;misure;persecise,Dar misure persecise
548,548,porta;mento;ante;cono;nido,COM porta mento G A L ante cono G nido NNA,Comportamento;galante;con;ono;gnido,Comportamento galante con ono gnido
549,549,remi;dente,remi S C R E dente,Re;miscredente,Re miscredente
550,550,anca;tea;tesa,SFI anca N tea T tesa,Sfiancante;attesa,Sfiancante attesa
551,551,menti;santa;rose,S menti sainta M O rose,Sentisain;tantamore,Sentisain tantamore
552,552,ora;con;oca,SP ora con C oca SO,Sporaccon;cosa,Sporaccon cosa
553,553,in;lido;nati,A in lido nati,Aindil;donati,Aindil donati
554,554,seri;riso,E S seriRelativeLayouti,Esser;irrelativi,Esser irrelativi
555,555,nani;ore;aspo,U nani MOS ore P aspo,Un;animoso;reppaso,Un animoso reppaso
556,556,pica;volumi;mi;tic,ROM pica volumi G mi S tic I,Rompicavoli;magnifici,Rompicavoli magnifici
557,557,costa;rosa,S costa N rosa,Costantino;rosà,Costantino rosà
558,558,la;cola;cola,la C cola S cola RA,Laccola;scolara,Laccola scolara
559,559,re;lire;Cipro,re G A lire lire Cipro CI,Regali;relicripi,Regali relicripi
560,560,remo;semina;cari;alato;alpha,E remo semina S cari GN alato D alpha I,Eremo;seminascari;grandinalati;da;la,Eremo seminascari grandinalati da la
561,561,dea;Ate,RON dea RM Ate,Ronde;armate,Ronde armate
562,562,dardi;etti;recise,dardi R etti V E P recise,Dar;diritti;precorse,Dar diritti precorse
563,563,divo;sci,P divo sci SSO,Divos;cissosso,Divos cissosso
564,564,oca;olio;vino;Ati,V oca B olio V vino NUS Ati,Vocaboli;ovvi;non;usati,Vocaboli ovvi non usati
565,565,oca;epe;ante,GI oca R epe S ante,Giocare;pesante,Giocare pesante
566,566,aspira;tesi,BRU aspira S tesi,Bruspi;rastesisti,Bruspi rastesisti
567,567,lane;rade;eco,lane T U rade LL eco SE,La;nutra;della;cose,La nutra della cose
568,568,ode;arti;anni,SP ode ST arti R anni,Spodestar;trianni,Spodestar trianni
569,569,oceano;enti,L oceano MB I enti,Locae;ombienti,Locae ombienti
570,570,oste;amo;orate,C oste GI amo NIT orate,Coste;gi;amonitorate,Coste gi amonitorate
571,571,nano;Ancona;si,U nano IOS Ancona O si,Una;noiosa;conososi,Una noiosa conososi
572,572,oste;nere;stie;con;micia;colla,S oste nere CO stie con O micia colla SI,Sostenere;costi;economici;colla,Sostenere costi economici colla
573,573,stie;ali,A M stie ali N A,Amstiea;lina,Amstiea lina
574,574,arti;remi;ante,P arti remi G R ante,Partire;mingrante,Partire mingrante
575,575,ago;tiara;esca,B ago tiara B esca TI,Bagotiar;abescatiti,Bagotiar abescatiti
576,576,do;cieco;etti,do cieco N F etti,Docie;c;onfetti,Docie c onfetti
577,577,gente;are,AR gente OM are,Argenteo;mare,Argenteo mare
578,578,rena;trina;nata,SE rena trina NZ O nata,Serenatrin;anzonatata,Serenatrin anzonatata
579,579,moschea;giocondo,moschea F RI giocondo,Moschea;fregiocondo,Moschea fregiocondo
580,580,asse;odi;otre,asse DI odi N otre RI,Assedio;d;inotreti,Assedio d'inotreti
581,581,legge;assi;rosa,legge assi rosa,Leggeassi;rosa,Leggeassi rosa
582,582,rane;mi;Ero,B rane mi S S Ero,Brane;mi;ssesero,Brane mi ssesero
583,583,sergente;desta,ES sergente MO desta,Esser;gente;modesta,Esser gente modesta
584,584,dei;olla;ile,F E dei NCR olla B ile,Fede;incrollabile,Fede incrollabile
585,585,are;unto;in;va,US are unto NO in DI S va,Usare;un;tono;indisposta,Usare un tono indisposta
